序号,起始SOC(%),结束SOC(%),SOC增量(%),预测时长(分钟),预测时长(小时)
4453,65,98,33,31.3,0.522
4454,65,99,34,31.3,0.522
4455,65,100,35,31.3,0.522
4456,66,67,1,8.77,0.146
4457,66,68,2,8.77,0.146
4458,66,69,3,8.77,0.146
4459,66,70,4,8.77,0.146
4460,66,71,5,8.77,0.146
4461,66,72,6,8.77,0.146
4462,66,73,7,8.77,0.146
4463,66,74,8,8.76,0.146
4464,66,75,9,8.76,0.146
4465,66,76,10,8.76,0.146
4466,66,77,11,8.76,0.146
4467,66,78,12,8.76,0.146
4468,66,79,13,14.42,0.24
4469,66,80,14,14.42,0.24
4470,66,81,15,14.42,0.24
4471,66,82,16,14.42,0.24
4472,66,83,17,14.35,0.239
4473,66,84,18,20.63,0.344
4474,66,85,19,20.63,0.344
4475,66,86,20,20.63,0.344
4476,66,87,21,20.63,0.344
4477,66,88,22,20.6,0.343
4478,66,89,23,23,0.383
4479,66,90,24,23,0.383
4480,66,91,25,24.13,0.402
4481,66,92,26,24.13,0.402
4482,66,93,27,24.13,0.402
4483,66,94,28,26.35,0.439
4484,66,95,29,26.35,0.439
4485,66,96,30,26.35,0.439
4486,66,97,31,26.35,0.439
4487,66,98,32,27.14,0.452
4488,66,99,33,31.52,0.525
4489,66,100,34,31.52,0.525
4490,67,68,1,8.77,0.146
4491,67,69,2,8.77,0.146
4492,67,70,3,8.77,0.146
4493,67,71,4,8.77,0.146
4494,67,72,5,8.77,0.146
4495,67,73,6,8.77,0.146
4496,67,74,7,8.77,0.146
4497,67,75,8,8.76,0.146
4498,67,76,9,8.76,0.146
4499,67,77,10,8.76,0.146
4500,67,78,11,8.76,0.146
4501,67,79,12,8.76,0.146
4502,67,80,13,14.42,0.24
4503,67,81,14,14.42,0.24
4504,67,82,15,14.42,0.24
4505,67,83,16,14.35,0.239
4506,67,84,17,14.35,0.239
4507,67,85,18,20.63,0.344
4508,67,86,19,20.63,0.344
4509,67,87,20,20.63,0.344
4510,67,88,21,20.6,0.343
4511,67,89,22,20.6,0.343
4512,67,90,23,23,0.383
4513,67,91,24,24.13,0.402
4514,67,92,25,24.13,0.402
4515,67,93,26,24.13,0.402
4516,67,94,27,24.13,0.402
4517,67,95,28,26.35,0.439
4518,67,96,29,26.35,0.439
4519,67,97,30,26.35,0.439
4520,67,98,31,27.14,0.452
4521,67,99,32,27.14,0.452
4522,67,100,33,31.52,0.525
4523,68,69,1,8.77,0.146
4524,68,70,2,8.77,0.146
4525,68,71,3,8.77,0.146
4526,68,72,4,8.77,0.146
4527,68,73,5,8.77,0.146
4528,68,74,6,8.77,0.146
4529,68,75,7,8.77,0.146
4530,68,76,8,8.76,0.146
4531,68,77,9,8.76,0.146
4532,68,78,10,8.76,0.146
4533,68,79,11,8.76,0.146
4534,68,80,12,8.76,0.146
4535,68,81,13,14.42,0.24
4536,68,82,14,14.42,0.24
4537,68,83,15,14.35,0.239
4538,68,84,16,14.35,0.239
4539,68,85,17,14.35,0.239
4540,68,86,18,20.63,0.344
4541,68,87,19,20.63,0.344
4542,68,88,20,20.6,0.343
4543,68,89,21,20.6,0.343
4544,68,90,22,20.6,0.343
4545,68,91,23,24.13,0.402
4546,68,92,24,24.13,0.402
4547,68,93,25,24.13,0.402
4548,68,94,26,24.13,0.402
4549,68,95,27,24.13,0.402
4550,68,96,28,26.35,0.439
4551,68,97,29,26.35,0.439
4552,68,98,30,27.14,0.452
4553,68,99,31,27.14,0.452
4554,68,100,32,27.14,0.452
4555,69,70,1,8.77,0.146
4556,69,71,2,8.77,0.146
4557,69,72,3,8.77,0.146
4558,69,73,4,8.77,0.146
4559,69,74,5,8.77,0.146
4560,69,75,6,8.77,0.146
4561,69,76,7,8.77,0.146
4562,69,77,8,8.76,0.146
4563,69,78,9,8.76,0.146
4564,69,79,10,8.76,0.146
4565,69,80,11,8.76,0.146
4566,69,81,12,8.76,0.146
4567,69,82,13,14.42,0.24
4568,69,83,14,14.35,0.239
4569,69,84,15,14.35,0.239
4570,69,85,16,14.35,0.239
4571,69,86,17,14.35,0.239
4572,69,87,18,20.63,0.344
4573,69,88,19,20.6,0.343
4574,69,89,20,20.6,0.343
4575,69,90,21,20.6,0.343
4576,69,91,22,20.6,0.343
4577,69,92,23,24.13,0.402
4578,69,93,24,24.13,0.402
4579,69,94,25,24.13,0.402
4580,69,95,26,24.13,0.402
4581,69,96,27,24.13,0.402
4582,69,97,28,26.35,0.439
4583,69,98,29,27.14,0.452
4584,69,99,30,27.14,0.452
4585,69,100,31,27.14,0.452
4586,70,71,1,8.77,0.146
4587,70,72,2,8.77,0.146
4588,70,73,3,8.77,0.146
4589,70,74,4,8.77,0.146
4590,70,75,5,8.77,0.146
4591,70,76,6,8.77,0.146
4592,70,77,7,8.77,0.146
4593,70,78,8,8.76,0.146
4594,70,79,9,8.76,0.146
4595,70,80,10,8.76,0.146
4596,70,81,11,8.76,0.146
4597,70,82,12,8.76,0.146
4598,70,83,13,14.35,0.239
4599,70,84,14,14.35,0.239
4600,70,85,15,14.35,0.239
4601,70,86,16,14.35,0.239
4602,70,87,17,14.35,0.239
4603,70,88,18,20.6,0.343
4604,70,89,19,20.6,0.343
4605,70,90,20,20.6,0.343
4606,70,91,21,20.6,0.343
4607,70,92,22,20.6,0.343
4608,70,93,23,24.13,0.402
4609,70,94,24,24.13,0.402
4610,70,95,25,24.13,0.402
4611,70,96,26,24.13,0.402
4612,70,97,27,24.13,0.402
4613,70,98,28,27.14,0.452
4614,70,99,29,27.14,0.452
4615,70,100,30,27.14,0.452
4616,71,72,1,8.77,0.146
4617,71,73,2,8.77,0.146
4618,71,74,3,8.77,0.146
4619,71,75,4,8.77,0.146
4620,71,76,5,8.77,0.146
4621,71,77,6,8.77,0.146
4622,71,78,7,8.77,0.146
4623,71,79,8,8.76,0.146
4624,71,80,9,8.76,0.146
4625,71,81,10,8.76,0.146
4626,71,82,11,8.76,0.146
4627,71,83,12,10.3,0.172
4628,71,84,13,14.35,0.239
4629,71,85,14,14.35,0.239
4630,71,86,15,14.35,0.239
4631,71,87,16,14.35,0.239
4632,71,88,17,14.35,0.239
4633,71,89,18,20.6,0.343
4634,71,90,19,20.6,0.343
4635,71,91,20,20.6,0.343
4636,71,92,21,20.6,0.343
4637,71,93,22,20.6,0.343
4638,71,94,23,24.13,0.402
4639,71,95,24,24.13,0.402
4640,71,96,25,24.13,0.402
4641,71,97,26,24.13,0.402
4642,71,98,27,24.65,0.411
4643,71,99,28,27.14,0.452
4644,71,100,29,27.14,0.452
4645,72,73,1,8.77,0.146
4646,72,74,2,8.77,0.146
4647,72,75,3,8.77,0.146
4648,72,76,4,8.77,0.146
4649,72,77,5,8.77,0.146
4650,72,78,6,8.77,0.146
4651,72,79,7,8.77,0.146
4652,72,80,8,8.76,0.146
4653,72,81,9,8.76,0.146
4654,72,82,10,8.76,0.146
4655,72,83,11,10.3,0.172
4656,72,84,12,10.3,0.172
4657,72,85,13,14.35,0.239
4658,72,86,14,14.35,0.239
4659,72,87,15,14.35,0.239
4660,72,88,16,14.35,0.239
4661,72,89,17,14.35,0.239
4662,72,90,18,20.6,0.343
4663,72,91,19,20.6,0.343
4664,72,92,20,20.6,0.343
4665,72,93,21,20.6,0.343
4666,72,94,22,20.6,0.343
4667,72,95,23,24.13,0.402
4668,72,96,24,24.13,0.402
4669,72,97,25,24.13,0.402
4670,72,98,26,24.65,0.411
4671,72,99,27,24.65,0.411
4672,72,100,28,27.14,0.452
4673,73,74,1,8.77,0.146
4674,73,75,2,8.77,0.146
4675,73,76,3,8.77,0.146
4676,73,77,4,8.77,0.146
4677,73,78,5,8.77,0.146
4678,73,79,6,8.77,0.146
4679,73,80,7,8.77,0.146
4680,73,81,8,8.76,0.146
4681,73,82,9,8.76,0.146
4682,73,83,10,10.3,0.172
4683,73,84,11,10.3,0.172
4684,73,85,12,10.3,0.172
4685,73,86,13,14.35,0.239
4686,73,87,14,14.35,0.239
4687,73,88,15,14.35,0.239
4688,73,89,16,14.35,0.239
4689,73,90,17,14.35,0.239
4690,73,91,18,20.44,0.341
4691,73,92,19,20.44,0.341
4692,73,93,20,20.44,0.341
4693,73,94,21,20.44,0.341
4694,73,95,22,20.44,0.341
4695,73,96,23,23.97,0.4
4696,73,97,24,23.97,0.4
4697,73,98,25,24.65,0.411
4698,73,99,26,24.65,0.411
4699,73,100,27,24.65,0.411
4700,74,75,1,8.77,0.146
4701,74,76,2,8.77,0.146
4702,74,77,3,8.77,0.146
4703,74,78,4,8.77,0.146
4704,74,79,5,8.77,0.146
4705,74,80,6,8.77,0.146
4706,74,81,7,8.77,0.146
4707,74,82,8,8.76,0.146
4708,74,83,9,10.3,0.172
4709,74,84,10,10.3,0.172
4710,74,85,11,10.3,0.172
4711,74,86,12,10.3,0.172
4712,74,87,13,14.35,0.239
4713,74,88,14,14.35,0.239
4714,74,89,15,14.35,0.239
4715,74,90,16,14.35,0.239
4716,74,91,17,14.35,0.239
4717,74,92,18,20.44,0.341
4718,74,93,19,20.44,0.341
4719,74,94,20,20.44,0.341
4720,74,95,21,20.44,0.341
4721,74,96,22,20.44,0.341
4722,74,97,23,23.97,0.4
4723,74,98,24,24.65,0.411
4724,74,99,25,24.65,0.411
4725,74,100,26,24.65,0.411
4726,75,76,1,8.77,0.146
4727,75,77,2,8.77,0.146
4728,75,78,3,8.77,0.146
4729,75,79,4,8.77,0.146
4730,75,80,5,8.77,0.146
4731,75,81,6,8.77,0.146
4732,75,82,7,8.77,0.146
4733,75,83,8,10.3,0.172
4734,75,84,9,10.3,0.172
4735,75,85,10,10.3,0.172
4736,75,86,11,10.3,0.172
4737,75,87,12,10.3,0.172
4738,75,88,13,14.35,0.239
4739,75,89,14,14.35,0.239
4740,75,90,15,14.35,0.239
4741,75,91,16,14.35,0.239
4742,75,92,17,14.35,0.239
4743,75,93,18,20.44,0.341
4744,75,94,19,20.44,0.341
4745,75,95,20,20.44,0.341
4746,75,96,21,20.44,0.341
4747,75,97,22,20.44,0.341
4748,75,98,23,24.65,0.411
4749,75,99,24,24.65,0.411
4750,75,100,25,24.65,0.411
4751,76,77,1,8.77,0.146
4752,76,78,2,8.77,0.146
4753,76,79,3,8.77,0.146
4754,76,80,4,8.77,0.146
4755,76,81,5,8.77,0.146
4756,76,82,6,8.77,0.146
4757,76,83,7,10.31,0.172
4758,76,84,8,10.3,0.172
4759,76,85,9,10.3,0.172
4760,76,86,10,10.3,0.172
4761,76,87,11,10.3,0.172
4762,76,88,12,10.3,0.172
4763,76,89,13,14.35,0.239
4764,76,90,14,14.35,0.239
4765,76,91,15,14.35,0.239
4766,76,92,16,14.35,0.239
4767,76,93,17,14.35,0.239
4768,76,94,18,20.44,0.341
4769,76,95,19,20.44,0.341
4770,76,96,20,20.44,0.341
4771,76,97,21,20.44,0.341
4772,76,98,22,21.11,0.352
4773,76,99,23,24.65,0.411
4774,76,100,24,24.65,0.411
4775,77,78,1,8.77,0.146
4776,77,79,2,8.77,0.146
4777,77,80,3,8.77,0.146
4778,77,81,4,8.77,0.146
4779,77,82,5,8.77,0.146
4780,77,83,6,10.31,0.172
4781,77,84,7,10.31,0.172
4782,77,85,8,10.3,0.172
4783,77,86,9,10.3,0.172
4784,77,87,10,10.3,0.172
4785,77,88,11,10.3,0.172
4786,77,89,12,10.3,0.172
4787,77,90,13,14.35,0.239
4788,77,91,14,14.35,0.239
4789,77,92,15,14.35,0.239
4790,77,93,16,14.35,0.239
4791,77,94,17,14.35,0.239
4792,77,95,18,20.44,0.341
4793,77,96,19,20.44,0.341
4794,77,97,20,20.44,0.341
4795,77,98,21,21.11,0.352
4796,77,99,22,21.11,0.352
4797,77,100,23,24.65,0.411
4798,78,79,1,8.77,0.146
4799,78,80,2,8.77,0.146
4800,78,81,3,8.77,0.146
4801,78,82,4,8.77,0.146
4802,78,83,5,10.31,0.172
4803,78,84,6,10.31,0.172
4804,78,85,7,10.31,0.172
4805,78,86,8,10.3,0.172
4806,78,87,9,10.3,0.172
4807,78,88,10,10.3,0.172
4808,78,89,11,10.3,0.172
4809,78,90,12,10.3,0.172
4810,78,91,13,14.35,0.239
4811,78,92,14,14.35,0.239
4812,78,93,15,14.35,0.239
4813,78,94,16,14.35,0.239
4814,78,95,17,14.35,0.239
4815,78,96,18,20.93,0.349
4816,78,97,19,20.93,0.349
4817,78,98,20,21.6,0.36
4818,78,99,21,21.6,0.36
4819,78,100,22,21.6,0.36
4820,79,80,1,8.77,0.146
4821,79,81,2,8.77,0.146
4822,79,82,3,8.77,0.146
4823,79,83,4,10.31,0.172
4824,79,84,5,10.31,0.172
4825,79,85,6,10.31,0.172
4826,79,86,7,10.31,0.172
4827,79,87,8,10.3,0.172
4828,79,88,9,10.3,0.172
4829,79,89,10,10.3,0.172
4830,79,90,11,10.3,0.172
4831,79,91,12,10.3,0.172
4832,79,92,13,14.35,0.239
4833,79,93,14,14.35,0.239
4834,79,94,15,14.35,0.239
4835,79,95,16,14.35,0.239
4836,79,96,17,14.35,0.239
4837,79,97,18,20.93,0.349
4838,79,98,19,21.6,0.36
4839,79,99,20,21.6,0.36
4840,79,100,21,21.6,0.36
4841,80,81,1,8.77,0.146
4842,80,82,2,8.77,0.146
4843,80,83,3,10.31,0.172
4844,80,84,4,10.31,0.172
4845,80,85,5,10.31,0.172
4846,80,86,6,10.31,0.172
4847,80,87,7,10.31,0.172
4848,80,88,8,10.3,0.172
4849,80,89,9,10.3,0.172
4850,80,90,10,10.3,0.172
4851,80,91,11,10.3,0.172
4852,80,92,12,10.3,0.172
4853,80,93,13,14.35,0.239
4854,80,94,14,14.35,0.239
4855,80,95,15,14.35,0.239
4856,80,96,16,14.35,0.239
4857,80,97,17,14.35,0.239
4858,80,98,18,21.6,0.36
4859,80,99,19,21.6,0.36
4860,80,100,20,21.6,0.36
4861,81,82,1,8.77,0.146
4862,81,83,2,10.31,0.172
4863,81,84,3,10.31,0.172
4864,81,85,4,10.31,0.172
4865,81,86,5,10.31,0.172
4866,81,87,6,10.31,0.172
4867,81,88,7,10.31,0.172
4868,81,89,8,10.3,0.172
4869,81,90,9,10.3,0.172
4870,81,91,10,10.3,0.172
4871,81,92,11,10.3,0.172
4872,81,93,12,10.3,0.172
4873,81,94,13,14.35,0.239
4874,81,95,14,14.35,0.239
4875,81,96,15,14.35,0.239
4876,81,97,16,14.35,0.239
4877,81,98,17,14.68,0.245
4878,81,99,18,21.6,0.36
4879,81,100,19,21.6,0.36
4880,82,83,1,10.31,0.172
4881,82,84,2,10.31,0.172
4882,82,85,3,10.31,0.172
4883,82,86,4,10.31,0.172
4884,82,87,5,10.31,0.172
4885,82,88,6,10.31,0.172
4886,82,89,7,10.31,0.172
4887,82,90,8,10.3,0.172
4888,82,91,9,10.3,0.172
4889,82,92,10,10.3,0.172
4890,82,93,11,10.3,0.172
4891,82,94,12,10.3,0.172
4892,82,95,13,14.35,0.239
4893,82,96,14,14.35,0.239
4894,82,97,15,14.35,0.239
4895,82,98,16,14.68,0.245
4896,82,99,17,14.68,0.245
4897,82,100,18,21.6,0.36
4898,83,84,1,10.31,0.172
4899,83,85,2,10.31,0.172
4900,83,86,3,10.31,0.172
4901,83,87,4,10.31,0.172
4902,83,88,5,10.31,0.172
4903,83,89,6,10.31,0.172
4904,83,90,7,10.31,0.172
4905,83,91,8,10.3,0.172
4906,83,92,9,10.3,0.172
4907,83,93,10,10.3,0.172
4908,83,94,11,10.3,0.172
4909,83,95,12,10.3,0.172
4910,83,96,13,14.35,0.239
4911,83,97,14,14.35,0.239
4912,83,98,15,14.68,0.245
4913,83,99,16,14.68,0.245
4914,83,100,17,16.56,0.276
4915,84,85,1,10.31,0.172
4916,84,86,2,10.31,0.172
4917,84,87,3,10.31,0.172
4918,84,88,4,10.31,0.172
4919,84,89,5,10.31,0.172
4920,84,90,6,10.31,0.172
4921,84,91,7,10.31,0.172
4922,84,92,8,10.3,0.172
4923,84,93,9,10.3,0.172
4924,84,94,10,10.3,0.172
4925,84,95,11,10.3,0.172
4926,84,96,12,10.3,0.172
4927,84,97,13,14.35,0.239
4928,84,98,14,14.68,0.245
4929,84,99,15,14.68,0.245
4930,84,100,16,16.56,0.276
4931,85,86,1,10.31,0.172
4932,85,87,2,10.31,0.172
4933,85,88,3,10.31,0.172
4934,85,89,4,10.31,0.172
4935,85,90,5,10.31,0.172
4936,85,91,6,10.31,0.172
4937,85,92,7,10.31,0.172
4938,85,93,8,10.3,0.172
4939,85,94,9,10.3,0.172
4940,85,95,10,10.3,0.172
4941,85,96,11,10.3,0.172
4942,85,97,12,10.3,0.172
4943,85,98,13,15.38,0.256
4944,85,99,14,15.38,0.256
4945,85,100,15,17.26,0.288
4946,86,87,1,10.31,0.172
4947,86,88,2,10.31,0.172
4948,86,89,3,10.31,0.172
4949,86,90,4,10.31,0.172
4950,86,91,5,10.31,0.172
4951,86,92,6,10.31,0.172
4952,86,93,7,10.31,0.172
4953,86,94,8,10.3,0.172
4954,86,95,9,10.3,0.172
4955,86,96,10,10.3,0.172
4956,86,97,11,10.3,0.172
4957,86,98,12,10.88,0.181
4958,86,99,13,15.38,0.256
4959,86,100,14,17.26,0.288
4960,87,88,1,10.31,0.172
4961,87,89,2,10.31,0.172
4962,87,90,3,10.31,0.172
4963,87,91,4,10.31,0.172
4964,87,92,5,10.31,0.172
4965,87,93,6,10.31,0.172
4966,87,94,7,10.31,0.172
4967,87,95,8,10.3,0.172
4968,87,96,9,10.3,0.172
4969,87,97,10,10.3,0.172
4970,87,98,11,10.88,0.181
4971,87,99,12,10.88,0.181
4972,87,100,13,17.26,0.288
4973,88,89,1,10.31,0.172
4974,88,90,2,10.31,0.172
4975,88,91,3,10.31,0.172
4976,88,92,4,10.31,0.172
4977,88,93,5,10.31,0.172
4978,88,94,6,10.31,0.172
4979,88,95,7,10.31,0.172
4980,88,96,8,10.3,0.172
4981,88,97,9,10.3,0.172
4982,88,98,10,10.88,0.181
4983,88,99,11,10.88,0.181
4984,88,100,12,12.75,0.213
4985,89,90,1,10.31,0.172
4986,89,91,2,10.31,0.172
4987,89,92,3,10.31,0.172
4988,89,93,4,10.31,0.172
4989,89,94,5,10.31,0.172
4990,89,95,6,10.31,0.172
4991,89,96,7,10.31,0.172
4992,89,97,8,10.3,0.172
4993,89,98,9,10.88,0.181
4994,89,99,10,10.88,0.181
4995,89,100,11,12.75,0.213
4996,90,91,1,10.31,0.172
4997,90,92,2,10.31,0.172
4998,90,93,3,10.31,0.172
4999,90,94,4,10.31,0.172
5000,90,95,5,10.31,0.172
5001,90,96,6,10.31,0.172
5002,90,97,7,10.31,0.172
5003,90,98,8,10.88,0.181
5004,90,99,9,10.88,0.181
5005,90,100,10,12.75,0.213
5006,91,92,1,10.31,0.172
5007,91,93,2,10.31,0.172
5008,91,94,3,10.31,0.172
5009,91,95,4,10.31,0.172
5010,91,96,5,10.31,0.172
5011,91,97,6,10.31,0.172
5012,91,98,7,10.89,0.182
5013,91,99,8,10.88,0.181
5014,91,100,9,12.75,0.213
5015,92,93,1,10.31,0.172
5016,92,94,2,10.31,0.172
5017,92,95,3,10.31,0.172
5018,92,96,4,10.31,0.172
5019,92,97,5,10.31,0.172
5020,92,98,6,10.89,0.182
5021,92,99,7,10.89,0.182
5022,92,100,8,12.75,0.213
5023,93,94,1,10.31,0.172
5024,93,95,2,10.31,0.172
5025,93,96,3,10.31,0.172
5026,93,97,4,10.31,0.172
5027,93,98,5,10.89,0.182
5028,93,99,6,10.89,0.182
5029,93,100,7,12.77,0.213
5030,94,95,1,10.31,0.172
5031,94,96,2,10.31,0.172
5032,94,97,3,10.31,0.172
5033,94,98,4,10.89,0.182
5034,94,99,5,10.89,0.182
5035,94,100,6,12.77,0.213
5036,95,96,1,10.31,0.172
5037,95,97,2,10.31,0.172
5038,95,98,3,10.89,0.182
5039,95,99,4,10.89,0.182
5040,95,100,5,12.77,0.213
5041,96,97,1,10.31,0.172
5042,96,98,2,10.89,0.182
5043,96,99,3,10.89,0.182
5044,96,100,4,12.77,0.213
5045,97,98,1,10.89,0.182
5046,97,99,2,10.89,0.182
5047,97,100,3,12.77,0.213
5048,98,99,1,10.89,0.182
5049,98,100,2,12.77,0.213
5050,99,100,1,12.77,0.213
